G01,393594.0301,5707777.6543,93.3057
G05,393597.2609,5707822.3909,91.8163
G07,393574.9213,5707824.0073,91.8864
G12,393549.3658,5707780.9198,93.4888
G14,393571.7175,5707779.3199,93.4041
mtp29,391703.576316614,5707537.91903055,122.530331252736
mtp31,392555.418512548,5706610.98222104,130.110952597901
mtp32,392561.220803106,5706665.84326447,128.897051866174
mtp33,393450.5506712,5706677.91685385,119.048372277716
mtp34,394767.459630148,5706839.1880938,97.2556260796554
mtp36,394313.020906352,5707576.42710299,90.071743332058
mtp37,394102.124588038,5708810.20679104,67.2003569485891
mtp38,393134.266817233,5708730.39865761,80.9952087306328
mtp39,393106.663907358,5708740.36051545,82.1583971754485
mtp40,392984.06794215,5707838.91892934,106.8713470202
mtp42,391630.86229702,5708189.1971621,113.104753441697
mtp47,392476.116047256,5707981.60314528,113.00166237325
mtp51,393827.803104278,5708189.86656048,97.3604878058762
mtp56,394482.166524269,5708233.93691601,67.7519686368564
mtp57,394852.197536202,5707809.71292232,71.3631971268904
mtp44,392268.609061257,5708508.4188209,96.6718909503033
mtp63,394013.17436724,5708112.28780799,77.1449325508998
mtp58,394726.210671249,5708753.74113489,58.2958205926175
mtp43,392106.072904573,5709105.95198592,98.1507935537607
mtp49,392975.27348838,5709261.3587866,84.7505714164471
mtp62,393415.55957757,5708881.77976477,76.3082917843522
mtp53,394030.651616284,5709429.01640493,62.4697134235731
mtp60,394711.081757668,5709338.24594735,59.5124620037033
mtp48,392368.962830317,5707151.92673857,122.71091806318
mtp52,393860.977518409,5707210.34341014,100.798247517144
mtp55,394243.814949017,5707149.45071689,101.99076988306
mtp46,392871.774272942,5707331.06354265,113.924176126916
mtp45,393308.391714194,5707388.08283668,111.99771170703
mtp50,393124.919566766,5708205.5306473,94.6887624063078
mtp61,395092.61551009,5708642.18815322,55.8120757345652
